URL,Version,Status,OIDs,Name,Title,Description,Used
http://helsedir.no/fhir/CodeSystem/no-kodeverk-7514,0.1.1,active,"2.16.578.1.12.4.1.1.7514",NoKodeverk7514,7514 Annen allergi som kritisk informasjon,"Angir annet allergen enn legemidler som årsak til alvorlig allergisk reaksjon registert som kritisk informasjon. Registrering og utveksling av kritisk informasjon i kjernejournal.",
http://helsedir.no/fhir/CodeSystem/no-kodeverk-7852,0.1.1,active,"2.16.578.1.12.4.1.1.7852",NoKodeverk7852,7852 Allergener,"Dette kodeverket angir hvilke allergener som kan forekomme i enterale ernæringsmidler. Informasjonen skal brukes på sykehus i forbindelse med at pasienter skal få ernæringsmidler. Kodene fra dette kodeverket inngår i en egen REST-tjeneste for ernæringsmidler til SAFEST.",
